passenger_id,Pclass,Sex_female,Sex_male,Age,SibSp,Parch,Fare,Embarked_S,Embarked_Q
27,1,False,True,-0.7948411335032486,3,2,4.648790695770894,True,False
28,3,True,False,-0.10133993241760961,0,0,-0.4875720288717055,False,True
29,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
30,1,False,True,0.8233283356965757,0,0,-0.08809987827767862,False,False
31,1,True,False,-0.10133993241760961,1,0,2.3037078131670836,False,False
32,3,True,False,-0.10133993241760961,0,0,-0.49017322040145855,False,True
33,2,False,True,2.8267762499439777,0,0,-0.434807301618015,True,False
34,1,False,True,-0.10133993241760961,1,0,1.008145313634504,False,False
35,1,False,True,0.9774397137156066,1,0,0.40071474547758795,True,False
36,3,False,True,-0.10133993241760961,0,0,-0.500658518765974,False,False
37,3,False,True,-0.6407297554842177,0,0,-0.4841333019887193,True,False
38,3,True,False,-0.871896822512764,2,0,-0.28380934129953256,True,False
39,3,True,False,-1.1801195785508258,1,0,-0.41987460999558585,False,False
40,3,True,False,0.8233283356965757,1,0,-0.4554436895282076,True,False
41,2,True,False,-0.17839562142712506,1,0,-0.22341015717213955,True,False
42,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,False,False
43,2,True,False,-2.0277321576554956,1,2,0.1909121394926757,False,False
44,3,True,False,-0.7948411335032486,0,0,-0.4875720288717055,False,True
45,3,False,True,-0.10133993241760961,0,0,-0.4841333019887193,True,False
46,3,False,True,-0.10133993241760961,1,0,-0.33414199473902667,False,True
47,3,True,False,-0.10133993241760961,0,0,-0.49017322040145855,False,True
48,3,False,True,-0.10133993241760961,2,0,-0.20973578188569775,False,False
49,3,True,False,-0.871896822512764,1,0,-0.28783595357469205,True,False
50,3,False,True,-1.719509401617434,4,1,0.15282642728807924,True,False
51,3,False,True,-0.6407297554842177,0,0,-0.48916656733266867,True,False
52,1,True,False,1.5168295367822147,1,0,0.8985892468519636,False,False
53,2,True,False,-0.024284243408094167,1,0,-0.12274485029315124,True,False
54,1,False,True,2.749720560934462,0,1,0.6016265915589479,False,False
55,1,False,True,-0.10133993241760961,0,0,0.06851923277692655,True,False
56,2,True,False,-0.6407297554842177,0,0,-0.434807301618015,True,False
57,3,False,True,-0.0628120879128519,0,0,-0.500658518765974,False,False
58,2,True,False,-1.8736207796364648,1,2,-0.08751199288550533,True,False
59,3,False,True,-1.4112866455793722,5,2,0.29803613246101984,True,False
60,3,False,True,-0.5636740664747023,0,0,-0.500658518765974,False,False
62,1,False,True,1.208606780744153,1,0,1.0344028522808193,True,False
63,3,False,True,-1.9506764686459803,3,2,-0.08449203367913571,True,False
64,1,False,True,-0.10133993241760961,0,0,-0.08809987827767862,False,False
65,3,False,True,-0.10133993241760961,1,1,-0.33925981894075447,False,False
66,2,True,False,-0.024284243408094167,0,0,-0.434807301618015,True,False
67,3,False,True,-0.7948411335032486,0,0,-0.4819528914417204,True,False
68,3,True,False,-0.9489525115222794,4,2,-0.48664993466069395,True,False
69,3,False,True,-0.2554513104366405,2,0,-0.4718018018960432,True,False
70,2,False,True,0.20688282362045216,0,0,-0.434807301618015,True,False
71,3,True,False,-1.026008200531795,5,2,0.29803613246101984,True,False
72,2,False,True,-0.6407297554842177,0,0,0.8335755650572377,True,False
73,3,False,True,-0.2554513104366405,1,0,-0.3551971503258359,False,False
74,3,False,True,0.20688282362045216,0,0,0.4912289628108992,True,False
75,3,False,True,-0.3325069994461559,0,0,-0.4921865265390384,True,False
76,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
77,3,False,True,-0.10133993241760961,0,0,-0.4841333019887193,True,False
78,2,False,True,-2.1949430028061445,0,2,-0.06234566616575826,True,False
79,3,True,False,0.052771445601421274,0,0,-0.3950445054008146,True,False
80,3,False,True,-0.5636740664747023,0,0,-0.4650068936817115,True,False
81,3,False,True,-0.024284243408094167,0,0,-0.4549403629938127,True,False
82,3,True,False,-0.10133993241760961,0,0,-0.4894182305998661,False,True
83,1,False,True,-0.10133993241760961,0,0,0.30206274473617944,True,False
84,2,True,False,-0.9489525115222794,0,0,-0.434807301618015,True,False
85,3,True,False,0.2839385126299676,3,0,-0.32709542325749746,True,False
86,3,False,True,-1.026008200531795,1,3,0.045869538729154176,True,False
87,3,False,True,-0.10133993241760961,0,0,-0.4841333019887193,True,False
88,1,True,False,-0.4866183774651868,3,2,4.648790695770894,True,False
89,3,False,True,-0.4095626884556714,0,0,-0.4841333019887193,True,False
90,3,False,True,-0.024284243408094167,0,0,-0.4841333019887193,True,False
91,3,False,True,-0.7177854444937332,0,0,-0.4880753554061005,True,False
92,1,False,True,1.2856624697536683,1,0,0.5854355836005315,True,False
93,3,False,True,-0.2554513104366405,1,2,-0.2319667082568536,True,False
94,3,False,True,2.287386426877369,0,0,-0.5002397510893574,True,False
95,3,False,True,-0.10133993241760961,0,0,-0.4841333019887193,True,False
96,1,False,True,3.2120546949915547,0,0,0.05149068946527694,False,False
97,1,False,True,-0.4866183774651868,0,1,0.6293920965023105,False,False
98,2,True,False,0.36099420163948304,0,1,-0.18314403442054422,True,False
99,2,False,True,0.36099420163948304,1,0,-0.12274485029315124,True,False
100,3,True,False,-0.10133993241760961,0,0,-0.48723782005286725,True,False
101,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
102,1,False,True,-0.6407297554842177,0,1,0.9098295350180712,True,False
103,3,False,True,0.2839385126299676,0,0,-0.47196890630546234,True,False
104,3,False,True,0.5921612686680294,2,0,-0.48664993466069395,True,False
105,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
106,3,True,False,-0.6407297554842177,0,0,-0.4921865265390384,True,False
107,3,False,True,-0.10133993241760961,0,0,-0.48966989386706367,True,False
108,3,False,True,0.6692169576775449,0,0,-0.48723782005286725,True,False
109,3,True,False,-0.10133993241760961,1,0,-0.15999101383837694,False,True
110,1,False,True,1.3627181587631838,0,0,0.40071474547758795,True,False
111,3,True,False,-1.1415917340460682,1,0,-0.3551971503258359,False,False
112,3,False,True,-0.5636740664747023,0,0,-0.4841333019887193,True,False
113,3,True,False,-0.7177854444937332,1,0,-0.4483971180466784,True,False
114,3,True,False,-0.9489525115222794,0,0,-0.3551146047741951,False,False
115,3,False,True,-0.6407297554842177,0,0,-0.48664993466069395,True,False
116,3,False,True,3.173526850486797,0,0,-0.49017322040145855,False,True
117,2,False,True,-0.024284243408094167,1,0,-0.22341015717213955,True,False
118,1,False,True,-0.4095626884556714,0,1,4.337147012122648,False,False
119,3,True,False,-2.104787846665011,4,2,-0.016542951535818605,True,False
120,2,False,True,-0.6407297554842177,2,0,0.8335755650572377,True,False
121,3,False,True,-0.10133993241760961,0,0,-0.4841333019887193,True,False
122,2,False,True,0.2454106681252099,1,0,-0.040787184044554156,False,False
123,2,True,False,0.2454106681252099,0,0,-0.38447464817852084,True,False
124,1,False,True,1.902107981829792,0,1,0.9098295350180712,True,False
125,3,False,True,-1.3342309565698567,1,0,-0.41987460999558585,False,False
126,3,False,True,-0.10133993241760961,0,0,-0.49017322040145855,False,True
127,3,False,True,-0.4095626884556714,0,0,-0.5024201616363563,True,False
128,3,True,False,-0.10133993241760961,1,1,-0.19606341990539358,False,False
129,3,False,True,1.208606780744153,0,0,-0.5057763429677017,True,False
130,3,False,True,0.2839385126299676,0,0,-0.48723782005286725,False,False
131,3,False,True,-0.7177854444937332,0,0,-0.5042663633645169,True,False
132,3,True,False,1.3627181587631838,1,0,-0.35427505611482435,True,False
133,2,True,False,-0.024284243408094167,1,0,-0.12274485029315124,True,False
134,2,False,True,-0.3325069994461559,0,0,-0.38447464817852084,True,False
135,2,False,True,-0.4866183774651868,0,0,-0.343286431215914,False,False
136,1,True,False,-0.7948411335032486,0,2,-0.11704115400538775,True,False
137,1,False,True,0.5921612686680294,1,0,0.4228611129909654,True,False
138,3,False,True,-1.026008200531795,0,0,-0.46064405928157615,True,False
139,1,False,True,-0.4095626884556714,0,0,0.9483340148992845,False,False
140,3,True,False,-0.10133993241760961,0,2,-0.33925981894075447,False,False
141,3,True,False,-0.5636740664747023,0,0,-0.49017322040145855,True,False
142,3,True,False,-0.4095626884556714,1,0,-0.32709542325749746,True,False
143,3,False,True,-0.7948411335032486,0,0,-0.5103062817772562,False,True
144,2,False,True,-0.871896822512764,0,0,-0.41467424024221733,True,False
145,2,False,True,-0.7948411335032486,1,1,0.09368555949667362,True,False
146,3,False,True,-0.17839562142712506,0,0,-0.489251126190447,True,False
147,3,True,False,-1.565398023598403,2,2,0.045869538729154176,True,False
148,2,False,True,0.5536334241632717,0,2,-0.12274485029315124,True,False
149,2,False,True,0.9774397137156066,0,0,-0.38447464817852084,True,False
150,2,False,True,1.6709409148012455,0,0,-0.39403785233202476,True,False
151,1,True,False,-0.5636740664747023,1,0,0.6946574415642337,True,False
152,3,False,True,2.017691515344065,0,0,-0.4841333019887193,True,False
153,3,False,True,0.8618561802013335,0,2,-0.35427505611482435,True,False
154,3,False,True,-0.10133993241760961,0,0,-0.49898143475337003,True,False
155,1,False,True,1.6709409148012455,0,1,0.5895467547334693,False,False
156,3,True,False,-1.026008200531795,0,0,-0.4905094425264344,False,True
157,3,False,True,0.052771445601421274,0,0,-0.4841333019887193,True,False
158,3,False,True,-0.10133993241760961,0,0,-0.4718018018960432,True,False
159,3,False,True,-0.10133993241760961,8,2,0.7540499726228369,True,False
160,3,False,True,1.1315510917346374,0,1,-0.3220621579135481,True,False
161,2,True,False,0.8233283356965757,0,0,-0.3291087293950773,True,False
162,3,False,True,-0.2554513104366405,0,0,-0.48966989386706367,True,False
163,3,False,True,-0.9489525115222794,0,0,-0.4718018018960432,True,False
164,3,False,True,-2.1818435356745267,4,1,0.15282642728807924,True,False
165,3,False,True,-1.565398023598403,0,2,-0.23297336132564347,True,False
166,1,True,False,-0.10133993241760961,0,1,0.46111392960498093,True,False
167,3,True,False,1.208606780744153,1,4,-0.08449203367913571,True,False
168,1,False,True,-0.10133993241760961,0,0,-0.12425482989633606,True,False
169,3,False,True,-0.10133993241760961,0,0,0.4912289628108992,True,False
170,1,False,True,2.4414978048964002,0,0,0.02825311002533122,True,False
171,3,False,True,-1.9506764686459803,4,1,-0.05982903349378355,False,True
172,3,True,False,-2.1818435356745267,1,1,-0.4220570338487224,True,False
173,3,False,True,-0.6407297554842177,0,0,-0.48664993466069395,True,False
174,1,False,True,2.0562193598488228,0,0,-0.028204020684680614,False,False
175,3,False,True,-0.871896822512764,1,1,-0.4880753554061005,True,False
176,3,False,True,-0.10133993241760961,3,1,-0.13348181192486414,True,False
177,1,True,False,1.5938852257917302,0,0,-0.06813392131130011,False,False
178,2,False,True,0.052771445601421274,0,0,-0.38447464817852084,True,False
179,3,False,True,0.5151055796585139,0,0,-0.6462044460638905,True,False
180,3,True,False,-0.10133993241760961,8,2,0.7540499726228369,True,False
181,2,False,True,-0.10133993241760961,0,0,-0.34320187235813565,False,False
182,3,False,True,-1.565398023598403,4,2,-0.014277982131041355,True,False
183,2,False,True,-2.1818435356745267,2,1,0.13898494759221836,True,False
184,3,True,False,-1.9506764686459803,0,2,-0.20277376926194698,True,False
185,1,False,True,-0.10133993241760961,0,0,0.36044862272599265,True,False
186,3,True,False,-0.10133993241760961,1,0,-0.33414199473902667,False,True
187,1,False,True,1.208606780744153,0,0,-0.11167166653646252,True,False
188,3,False,True,0.8233283356965757,1,1,-0.33414199473902667,False,True
189,3,False,True,0.5151055796585139,0,0,-0.48723782005286725,True,False
190,2,True,False,0.20688282362045216,0,0,-0.38447464817852084,True,False
191,2,False,True,-0.7948411335032486,0,0,-0.38447464817852084,True,False
192,3,True,False,-0.7948411335032486,1,0,-0.4880753554061005,True,False
193,2,False,True,-2.0277321576554956,1,1,-0.12274485029315124,True,False
194,1,True,False,1.1315510917346374,0,0,-0.08809987827767862,False,False
195,1,True,False,2.210330737867854,0,0,2.3037078131670836,False,False
196,3,False,True,-0.10133993241760961,0,0,-0.49017322040145855,False,True
197,3,False,True,0.9774397137156066,0,1,-0.4770021716494118,True,False
198,3,True,False,-0.10133993241760961,0,0,-0.49017322040145855,False,True
199,2,True,False,-0.4095626884556714,0,0,-0.38447464817852084,True,False
200,3,False,True,-0.10133993241760961,0,0,-0.4549403629938127,True,False
201,3,False,True,-0.10133993241760961,8,2,0.7540499726228369,True,False
202,3,False,True,0.36099420163948304,0,0,-0.515424105978984,True,False
203,3,False,True,1.2471346252489106,0,0,-0.5007430776237524,False,False
204,3,False,True,-0.871896822512764,0,0,-0.4841333019887193,True,False
205,3,True,False,-2.104787846665011,0,1,-0.43556229141960745,True,False
206,3,False,True,0.20688282362045216,1,0,-0.32709542325749746,True,False
207,3,False,True,-0.2554513104366405,0,0,-0.26795455546609187,False,False
208,3,True,False,-1.026008200531795,0,0,-0.49017322040145855,False,True
209,1,False,True,0.8233283356965757,0,0,-0.022079543414162937,False,False
210,3,False,True,-0.4095626884556714,0,0,-0.5042663633645169,True,False
211,2,True,False,0.4380498906489985,0,0,-0.22341015717213955,True,False
212,3,False,True,-0.5636740664747023,0,0,-0.5002397510893574,True,False
213,2,False,True,0.052771445601421274,0,0,-0.38447464817852084,True,False
214,3,False,True,-0.10133993241760961,1,0,-0.49017322040145855,False,True
215,1,True,False,0.12982713461093673,1,0,1.6343680812795898,False,False
216,3,True,False,-0.17839562142712506,0,0,-0.48664993466069395,True,False
217,2,False,True,0.9774397137156066,1,0,-0.10261178891735358,True,False
218,1,True,False,0.20688282362045216,0,0,0.8897810325000521,False,False
219,2,False,True,0.052771445601421274,0,0,-0.434807301618015,True,False
220,3,False,True,-1.026008200531795,0,0,-0.4841333019887193,True,False
221,2,False,True,-0.17839562142712506,0,0,-0.38447464817852084,True,False
222,3,False,True,1.6709409148012455,0,0,-0.4841333019887193,True,False
223,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
224,1,False,True,0.6692169576775449,1,0,1.1657710777578991,True,False
225,3,False,True,-0.5636740664747023,0,0,-0.4579603222001823,True,False
226,2,False,True,-0.7948411335032486,0,0,-0.434807301618015,True,False
227,3,False,True,-0.6792575999889754,0,0,-0.5002397510893574,True,False
228,2,False,True,-0.871896822512764,0,0,-0.38447464817852084,True,False
229,3,True,False,-0.10133993241760961,3,1,-0.13348181192486414,True,False
230,1,True,False,0.4380498906489985,1,0,1.0344028522808193,True,False
231,3,False,True,-0.024284243408094167,0,0,-0.48966989386706367,True,False
232,2,False,True,2.287386426877369,0,0,-0.374408117490622,True,False
233,3,True,False,-1.8736207796364648,4,2,-0.014277982131041355,True,False
234,2,False,True,-0.4095626884556714,0,0,-0.434807301618015,True,False
235,3,True,False,-0.10133993241760961,0,0,-0.4941998326766181,True,False
236,2,False,True,1.1315510917346374,1,0,-0.12274485029315124,True,False
237,2,True,False,-1.6424537126079184,0,2,-0.11771158494920184,True,False
238,2,False,True,-0.7948411335032486,0,0,-0.434807301618015,True,False
239,2,False,True,0.2839385126299676,0,0,-0.3990711176759742,True,False
240,3,True,False,-0.10133993241760961,1,0,-0.3551971503258359,False,False
241,3,True,False,-0.10133993241760961,1,0,-0.33414199473902667,False,True
242,2,False,True,-0.024284243408094167,0,0,-0.434807301618015,True,False
243,3,False,True,-0.5636740664747023,0,0,-0.5027563837613321,True,False
244,3,False,True,0.052771445601421274,0,0,-0.5007430776237524,False,False
245,1,False,True,1.1315510917346374,2,0,1.1657710777578991,False,True
246,3,True,False,-0.3325069994461559,0,0,-0.48966989386706367,True,False
247,2,True,False,-0.4095626884556714,0,2,-0.35427505611482435,True,False
248,1,False,True,0.5921612686680294,1,1,0.41187248809205507,True,False
249,2,False,True,1.902107981829792,1,0,-0.12274485029315124,True,False
250,3,False,True,-0.10133993241760961,0,0,-0.5002397510893574,True,False
251,3,True,False,-0.024284243408094167,1,1,-0.43556229141960745,True,False
252,1,False,True,2.5185534939059155,0,0,-0.11167166653646252,True,False
253,3,False,True,0.052771445601421274,1,0,-0.3220621579135481,True,False
254,3,True,False,0.9003840247060911,0,2,-0.23926494300558024,True,False
255,3,True,False,-0.024284243408094167,0,2,-0.33925981894075447,False,False
256,1,True,False,-0.10133993241760961,0,0,0.9483340148992845,False,False
257,1,True,False,0.052771445601421274,0,0,1.0953053629426073,True,False
258,1,True,False,0.4380498906489985,0,0,9.668550782149426,False,False
259,2,True,False,1.5938852257917302,0,1,-0.12274485029315124,True,False
260,3,False,True,-0.10133993241760961,0,0,-0.49017322040145855,False,True
261,3,False,True,-2.0277321576554956,4,2,-0.014277982131041355,True,False
262,1,False,True,1.747996603810761,1,1,0.9573938925183935,True,False
263,1,False,True,0.8233283356965757,0,0,-0.6462044460638905,True,False
264,3,True,False,-0.10133993241760961,0,0,-0.49017322040145855,False,True
265,2,False,True,0.5151055796585139,0,0,-0.434807301618015,True,False
266,3,False,True,-1.026008200531795,4,1,0.15282642728807924,True,False
267,3,False,True,-0.3325069994461559,1,0,-0.48966989386706367,True,False
268,1,True,False,2.210330737867854,0,1,2.443465485319458,True,False
269,1,True,False,0.4380498906489985,0,0,2.084509107438086,True,False
270,1,False,True,-0.10133993241760961,0,0,-0.022079543414162937,True,False
271,3,False,True,-0.3325069994461559,0,0,-0.6462044460638905,True,False
272,2,True,False,0.9003840247060911,0,1,-0.25360974923583607,True,False
273,1,False,True,0.5921612686680294,0,1,-0.04825252320269991,False,False
274,3,True,False,-0.10133993241760961,0,0,-0.49017322040145855,False,True
275,1,True,False,2.5956091829154313,1,0,0.9233347925889563,True,False
276,3,True,False,1.208606780744153,0,0,-0.49017322040145855,True,False
277,2,False,True,-0.10133993241760961,0,0,-0.6462044460638905,True,False
278,3,False,True,-1.719509401617434,4,1,-0.05982903349378355,False,True
279,3,True,False,0.4380498906489985,1,1,-0.2385099532039878,True,False
280,3,False,True,2.749720560934462,0,0,-0.49017322040145855,False,True
281,3,False,True,-0.10133993241760961,0,0,-0.4880753554061005,True,False
282,3,False,True,-1.026008200531795,0,0,-0.4549403629938127,True,False
283,3,False,True,-0.7948411335032486,0,0,-0.4841333019887193,True,False
284,1,False,True,-0.10133993241760961,0,0,-0.12274485029315124,True,False
285,3,False,True,0.2839385126299676,0,0,-0.4718018018960432,False,False
286,3,False,True,0.052771445601421274,0,0,-0.4549403629938127,True,False
287,3,False,True,-0.5636740664747023,0,0,-0.48723782005286725,True,False
288,2,False,True,0.9774397137156066,0,0,-0.38447464817852084,True,False
289,3,True,False,-0.5636740664747023,0,0,-0.49017322040145855,False,True
290,1,True,False,-0.2554513104366405,0,0,0.941287443417755,True,False
291,1,True,False,-0.7948411335032486,1,0,1.1874986775946599,False,False
292,2,False,True,0.5151055796585139,0,0,-0.38699128085049556,False,False
293,3,True,False,-0.4095626884556714,0,0,-0.4680268528880811,True,False
294,3,False,True,-0.4095626884556714,0,0,-0.48723782005286725,True,False
295,1,False,True,-0.10133993241760961,0,0,-0.08809987827767862,False,False
296,3,False,True,-0.4480905329604291,0,0,-0.500658518765974,False,False
297,1,True,False,-2.104787846665011,1,2,2.404961005438245,True,False
298,1,False,True,-0.10133993241760961,0,0,-0.032146074102061765,True,False
299,1,True,False,1.5938852257917302,0,1,4.337147012122648,False,False
300,3,True,False,-0.10133993241760961,0,0,-0.49017322040145855,False,True
301,3,False,True,-0.10133993241760961,2,0,-0.17811076907659482,False,True
302,3,False,True,-0.7948411335032486,0,0,-0.6462044460638905,True,False
303,2,True,False,-0.10133993241760961,0,0,-0.3975611380727893,False,True
304,3,False,True,-0.10133993241760961,0,0,-0.4841333019887193,True,False
305,1,False,True,-2.188007990795288,1,2,2.404961005438245,True,False
306,1,True,False,-0.10133993241760961,0,0,1.5862158383870948,False,False
307,1,True,False,-0.9489525115222794,1,0,1.546285937760475,False,False
308,2,False,True,0.052771445601421274,1,0,-0.16301097304474657,False,False
309,1,True,False,0.052771445601421274,0,0,0.4999546316111698,False,False
310,1,True,False,-0.4095626884556714,0,0,1.0280267117431041,False,False
311,1,True,False,-0.871896822512764,2,2,4.636207532411021,False,False
312,2,True,False,-0.2554513104366405,1,1,-0.12274485029315124,True,False
313,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
314,2,False,True,1.054495402725122,1,1,-0.11771158494920184,True,False
315,3,True,False,-0.2554513104366405,0,0,-0.4880753554061005,True,False
316,2,True,False,-0.4095626884556714,1,0,-0.12274485029315124,True,False
317,2,False,True,1.902107981829792,0,0,-0.36434158680272316,True,False
318,1,True,False,0.12982713461093673,0,2,2.67306694386133,True,False
319,1,True,False,0.8233283356965757,1,1,2.061692308980895,False,False
320,3,False,True,-0.5636740664747023,0,0,-0.5002397510893574,True,False
321,3,False,True,-0.17839562142712506,0,0,-0.48723782005286725,True,False
322,2,True,False,0.052771445601421274,0,0,-0.3975611380727893,False,True
323,2,True,False,-0.5636740664747023,1,1,-0.06234566616575826,True,False
324,3,False,True,-0.10133993241760961,8,2,0.7540499726228369,True,False
325,1,True,False,0.5151055796585139,0,0,2.084509107438086,False,False
326,3,False,True,2.4414978048964002,0,0,-0.5206244757323525,True,False
327,2,True,False,0.5151055796585139,0,0,-0.38447464817852084,True,False
328,3,True,False,0.12982713461093673,1,1,-0.23297336132564347,True,False
329,1,True,False,-1.026008200531795,0,1,0.5210943460557573,False,False
330,3,True,False,-0.10133993241760961,2,0,-0.17811076907659482,False,True
331,1,False,True,1.2471346252489106,0,0,-0.07241219685365709,True,False
332,1,False,True,0.6692169576775449,0,1,2.443465485319458,True,False
333,3,False,True,-1.026008200531795,2,0,-0.28380934129953256,True,False
334,1,True,False,-0.10133993241760961,1,0,2.044579206811467,True,False
335,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
336,1,False,True,-0.024284243408094167,1,0,0.6946574415642337,True,False
337,1,True,False,0.9003840247060911,0,0,2.061692308980895,False,False
338,3,False,True,1.208606780744153,0,0,-0.4841333019887193,True,False
339,1,False,True,1.208606780744153,0,0,0.06851923277692655,True,False
340,2,False,True,-2.104787846665011,1,1,-0.12274485029315124,True,False
341,1,True,False,-0.4095626884556714,3,2,4.648790695770894,True,False
342,2,False,True,-0.10133993241760961,0,0,-0.38447464817852084,True,False
343,2,False,True,-0.3325069994461559,0,0,-0.38447464817852084,True,False
344,2,False,True,0.5151055796585139,0,0,-0.38447464817852084,True,False
345,2,True,False,-0.4095626884556714,0,0,-0.38447464817852084,True,False
346,2,True,False,0.8233283356965757,0,0,-0.38447464817852084,True,False
347,3,True,False,-0.10133993241760961,1,0,-0.3220621579135481,True,False
348,3,False,True,-2.0277321576554956,1,1,-0.32608877018870763,True,False
349,3,False,True,0.9774397137156066,0,0,-0.4718018018960432,True,False
350,3,False,True,-0.4866183774651868,0,0,-0.460476954872157,True,False
351,1,False,True,-0.10133993241760961,0,0,0.05845270208902771,True,False
352,3,False,True,-1.1030638895413103,1,1,-0.500658518765974,False,False
353,3,False,True,-0.3325069994461559,1,0,-0.28783595357469205,True,False
354,3,False,True,-0.10133993241760961,0,0,-0.5007430776237524,False,False
355,3,False,True,-0.10133993241760961,0,0,-0.4549403629938127,True,False
356,1,True,False,-0.5636740664747023,0,1,0.46111392960498093,True,False
357,2,True,False,0.6692169576775449,0,0,-0.38447464817852084,True,False
358,3,True,False,-0.10133993241760961,0,0,-0.4875720288717055,False,True
359,3,True,False,-0.10133993241760961,0,0,-0.4875720288717055,False,True
360,3,False,True,0.8233283356965757,1,4,-0.08449203367913571,True,False
361,2,False,True,-0.024284243408094167,1,0,-0.08809987827767862,False,False
362,3,True,False,1.208606780744153,0,1,-0.3551971503258359,False,False
363,3,False,True,0.4380498906489985,0,0,-0.5042663633645169,True,False
364,3,False,True,-0.10133993241760961,1,0,-0.33414199473902667,False,True
365,3,False,True,0.052771445601421274,0,0,-0.5002397510893574,True,False
366,1,True,False,2.3644421158868845,1,0,0.8688084224648837,False,False
367,3,True,False,-0.10133993241760961,0,0,-0.500658518765974,False,False
368,3,True,False,-0.10133993241760961,0,0,-0.49017322040145855,False,True
369,1,True,False,-0.4095626884556714,0,0,0.7490167072788875,False,False
370,1,False,True,-0.3325069994461559,1,0,0.4700067028146707,False,False
371,3,False,True,-0.871896822512764,1,0,-0.515424105978984,True,False
372,3,False,True,-0.7948411335032486,0,0,-0.4841333019887193,True,False
373,1,False,True,-0.5636740664747023,0,0,2.084509107438086,False,False
374,3,True,False,-2.0277321576554956,3,1,-0.22190017756895475,True,False
375,1,True,False,-0.10133993241760961,1,0,1.008145313634504,False,False
376,3,True,False,-0.5636740664747023,0,0,-0.5002397510893574,True,False
377,1,False,True,-0.17839562142712506,0,2,3.6119380349173147,False,False
378,3,False,True,-0.7177854444937332,0,0,-0.5654205372935024,False,False
379,3,False,True,-0.7948411335032486,0,0,-0.48966989386706367,True,False
380,1,True,False,0.9774397137156066,0,0,3.9345703434644728,False,False
381,3,True,False,-2.1818435356745267,0,2,-0.3292758338044964,False,False
382,3,False,True,0.20688282362045216,0,0,-0.48664993466069395,True,False
383,1,True,False,0.4380498906489985,1,0,0.40071474547758795,True,False
384,3,False,True,-0.10133993241760961,0,0,-0.48723782005286725,True,False
385,2,False,True,-0.871896822512764,0,0,0.8335755650572377,True,False
386,3,False,True,-2.1818435356745267,5,2,0.29803613246101984,True,False
387,2,True,False,0.5151055796585139,0,0,-0.38447464817852084,True,False
388,3,False,True,-0.10133993241760961,0,0,-0.4905919880780752,False,True
389,2,True,False,-0.9489525115222794,0,0,-0.4046077095543185,False,False
390,1,False,True,0.5151055796585139,1,2,1.769762919031829,True,False
391,3,False,True,-0.6407297554842177,0,0,-0.489251126190447,True,False
392,3,False,True,-0.10133993241760961,2,0,-0.48664993466069395,True,False
393,1,True,False,-0.4866183774651868,1,0,1.6343680812795898,False,False
394,3,True,False,-0.4095626884556714,0,2,-0.3099823210880695,True,False
395,3,False,True,-0.5636740664747023,0,0,-0.489251126190447,True,False
